Provincia,Mes,Anio,Temperatura,Precipitacion,Humedad,Vel_vientos,cantidad_casos
ENTRE RÍOS,1,2019,24.529912023460408,370.1818181818169,78.97067448680352,11.72140762463343,0
ENTRE RÍOS,1,2020,24.951197604790394,127.14850299401216,66.97305389221557,10.637724550898204,17
ENTRE RÍOS,2,2018,25.16845238095238,41.26666666666684,61.833333333333336,10.514880952380953,0
ENTRE RÍOS,2,2019,24.022402597402586,128.70909090909097,69.08441558441558,10.665584415584416,0
ENTRE RÍOS,2,2020,24.19496855345911,60.15094339622642,65.02201257861635,11.094637223974763,47
ENTRE RÍOS,3,2018,22.07123655913977,51.6000000000002,62.80107526881721,10.626344086021506,1
ENTRE RÍOS,3,2019,20.934017595307903,119.26363636363669,76.14369501466275,10.436950146627566,0
ENTRE RÍOS,3,2020,24.526979472140745,98.72727272727273,67.83284457478005,9.498533724340176,312
ENTRE RÍOS,4,2018,22.421944444444435,181.3666666666666,77.98333333333333,10.883333333333333,2
ENTRE RÍOS,4,2019,18.830909090909085,77.72727272727299,78.9939393939394,8.887878787878789,0
ENTRE RÍOS,4,2020,18.384242424242423,113.72727272727273,71.31515151515151,9.963636363636363,192
ENTRE RÍOS,5,2018,16.09193548387096,247.56666666666774,84.21774193548387,10.71505376344086,1
ENTRE RÍOS,5,2019,15.979472140762466,91.47272727272676,85.08504398826979,10.272727272727273,0
ENTRE RÍOS,5,2020,15.191788856304997,68.0909090909091,72.96187683284458,12.102639296187684,35
ENTRE RÍOS,6,2018,10.387499999999994,12.466666666666695,78.97222222222223,9.869444444444444,0
ENTRE RÍOS,6,2019,14.997878787878777,112.5727272727266,83.44545454545455,11.351515151515152,0
ENTRE RÍOS,6,2020,12.69181818181818,92.82727272727246,81.74848484848485,10.596969696969698,1
ENTRE RÍOS,7,2018,10.592473118279575,76.09999999999994,83.33602150537635,11.78225806451613,0
ENTRE RÍOS,7,2019,11.494134897360698,53.154545454545435,78.48387096774194,10.785923753665688,0
ENTRE RÍOS,8,2018,11.492473118279571,71.36666666666652,76.16666666666667,13.416666666666666,0
ENTRE RÍOS,8,2019,12.664809384164233,66.18181818181819,73.05278592375366,12.859237536656892,0
ENTRE RÍOS,9,2018,17.9125,88.40000000000015,78.18333333333334,13.069444444444445,0
ENTRE RÍOS,9,2019,15.389696969696969,84.70909090909086,63.73939393939394,12.284848484848485,0
ENTRE RÍOS,10,2018,18.032795698924712,81.76666666666704,69.46774193548387,12.13978494623656,0
ENTRE RÍOS,10,2019,18.65043988269793,131.06363636363693,74.66568914956012,14.64516129032258,0
ENTRE RÍOS,11,2018,21.752222222222237,202.39999999999904,67.83611111111111,14.419444444444444,0
ENTRE RÍOS,11,2019,23.13515151515151,107.12727272727297,66.72424242424242,12.824242424242424,0
ENTRE RÍOS,12,2018,23.472727272727266,210.42727272727302,67.29325513196481,12.360703812316716,0
ENTRE RÍOS,12,2019,23.748973607038103,185.2999999999996,61.470588235294116,12.099706744868035,0
FORMOSA,1,2018,27.59953917050689,221.1999999999992,74.10138248847926,9.235023041474655,4
FORMOSA,1,2019,29.207373271889423,187.85714285714286,71.13824884792626,10.09216589861751,3
FORMOSA,1,2020,28.868981481481487,65.65714285714265,67.14351851851852,9.199074074074074,106
FORMOSA,2,2018,27.48724489795917,70.57142857142857,68.53571428571429,8.295918367346939,5
FORMOSA,2,2019,27.644897959183677,110.05714285714258,67.19897959183673,9.46938775510204,0
FORMOSA,2,2020,27.98620689655173,106.28571428571429,63.65024630541872,9.310344827586206,624
FORMOSA,3,2018,25.408294930875574,151.11428571428613,77.6589861751152,8.304147465437788,10
FORMOSA,3,2019,24.752073732718905,152.9857142857138,76.51152073732719,8.267281105990783,1
FORMOSA,3,2020,28.31520737327192,122.57142857142857,60.17972350230415,7.84331797235023,863
FORMOSA,4,2018,26.530476190476193,33.42857142857143,70.66190476190476,9.104761904761904,1
FORMOSA,4,2019,23.125238095238114,197.385714285715,82.64285714285714,7.219047619047619,0
FORMOSA,4,2020,22.973333333333326,42.742857142857176,64.12380952380953,8.276190476190477,677
FORMOSA,5,2018,21.457603686635952,137.1142857142861,75.92626728110599,8.88479262672811,3
FORMOSA,5,2019,20.337788018433184,234.85714285714286,86.71889400921658,8.926267281105991,0
FORMOSA,5,2020,19.335023041474653,28.571428571428573,66.52073732718894,10.055299539170507,682
FORMOSA,6,2018,16.1057142857143,6.628571428571421,74.6,8.685714285714285,0
FORMOSA,6,2019,19.639047619047616,1.7857142857142858,77.42857142857143,10.695238095238095,0
FORMOSA,6,2020,19.83238095238095,36.31428571428579,69.01904761904763,10.776190476190477,165
FORMOSA,7,2018,15.758064516129023,3.1142857142857174,73.82488479262673,8.663594470046084,0
FORMOSA,7,2019,16.55944700460829,90.4000000000004,74.25806451612904,9.235023041474655,0
FORMOSA,8,2018,16.78571428571427,21.571428571428573,62.576036866359445,9.838709677419354,0
FORMOSA,8,2019,18.505069124423958,25.771428571428604,65.52073732718894,11.046082949308756,0
FORMOSA,9,2018,23.13523809523809,105.42857142857143,67.98095238095237,9.614285714285714,0
FORMOSA,9,2019,22.00428571428572,2.857142857142857,57.63809523809524,10.952380952380953,0
FORMOSA,10,2018,24.020737327188932,118.14285714285714,73.68663594470046,10.096774193548388,0
FORMOSA,10,2019,24.56589861751153,74.67142857142835,66.53917050691244,10.95852534562212,0
FORMOSA,11,2018,26.478571428571442,217.34285714285636,72.01904761904763,10.747619047619047,0
FORMOSA,11,2019,27.960476190476175,173.6571428571437,67.70476190476191,9.623809523809523,0
FORMOSA,12,2018,28.208294930875578,131.42857142857142,64.59907834101382,10.244239631336406,0
FORMOSA,12,2019,27.58663594470049,65.0,62.474654377880185,9.152073732718893,0
JUJUY,1,2018,18.09354838709678,117.19999999999987,74.5241935483871,6.963709677419355,0
JUJUY,1,2019,19.321370967741935,106.05000000000004,65.67338709677419,7.983870967741935,0
JUJUY,1,2020,19.220161290322586,152.30000000000058,69.72177419354838,7.721774193548387,19
JUJUY,2,2018,17.425892857142863,133.90000000000046,76.42857142857143,6.897321428571429,0
JUJUY,2,2019,18.054017857142856,50.24999999999982,67.125,7.294642857142857,7
JUJUY,2,2020,18.299999999999997,129.9500000000004,73.61637931034483,7.939655172413793,101
JUJUY,3,2018,17.09233870967741,65.39999999999974,73.70564516129032,6.75,0
JUJUY,3,2019,16.779435483870973,86.35000000000029,68.98387096774194,7.637096774193548,134
JUJUY,3,2020,18.16532258064516,66.5,69.8225806451613,7.479838709677419,1463
JUJUY,4,2018,16.56166666666667,92.89999999999989,73.57083333333334,5.916666666666667,0
JUJUY,4,2019,15.013749999999996,50.850000000000115,64.9875,6.525,161
JUJUY,4,2020,15.28125000000001,24.300000000000033,68.62916666666666,6.633333333333334,2182
JUJUY,5,2018,12.462096774193556,12.40000000000002,62.399193548387096,5.326612903225806,0
JUJUY,5,2019,11.635483870967741,0.75,58.74596774193548,6.774193548387097,45
JUJUY,5,2020,11.695564516129032,0.0,56.73790322580645,7.290322580645161,1453
JUJUY,6,2018,7.515416666666666,0.0,54.43333333333333,6.679166666666666,0
JUJUY,6,2019,9.486666666666661,5.549999999999995,59.09166666666667,6.425,0
JUJUY,6,2020,9.768749999999995,2.0,56.704166666666666,8.2,17
JUJUY,7,2018,8.233870967741934,5.700000000000007,49.86290322580645,6.520161290322581,0
JUJUY,7,2019,8.887096774193548,0.4999999999999985,52.49193548387097,7.362903225806452,0
JUJUY,8,2018,10.181854838709674,0.0,39.59274193548387,7.830645161290323,0
JUJUY,8,2019,10.969354838709679,0.0,42.721774193548384,8.931451612903226,0
JUJUY,9,2018,15.632916666666677,3.05,39.208333333333336,8.133333333333333,0
JUJUY,9,2019,14.904583333333344,0.15000000000000005,44.22083333333333,9.4375,0
JUJUY,10,2018,17.31895161290323,84.94999999999995,51.91532258064516,8.314516129032258,0
JUJUY,10,2019,17.35524193548387,6.300000000000001,51.108870967741936,8.951612903225806,0
JUJUY,11,2018,18.555416666666662,28.75,59.15,7.570833333333334,0
JUJUY,11,2019,19.50291666666667,43.95000000000003,60.34583333333333,8.870833333333334,0
JUJUY,12,2018,18.362903225806445,139.39999999999984,63.681451612903224,7.685483870967742,0
JUJUY,12,2019,19.048387096774196,63.00000000000014,66.06048387096774,7.995967741935484,0
LA PAMPA,1,2018,24.791532258064528,47.55000000000016,50.681451612903224,17.298387096774192,0
